compound,neg,neu,pos
0.9933,0.029,0.654,0.317
0.9966,0.0,0.592,0.408
0.9247,0.07,0.752,0.178
0.9893,0.067,0.665,0.267
0.9846,0.063,0.709,0.228
0.9769,0.062,0.738,0.199
0.9882,0.035,0.58,0.385
0.9936,0.019,0.762,0.219
0.9932,0.011,0.597,0.392
0.9747,0.037,0.691,0.272
0.9958,0.039,0.611,0.35
0.9657,0.062,0.708,0.23
0.9938,0.067,0.649,0.284
0.9325,0.064,0.769,0.167
0.9971,0.062,0.623,0.315
0.9841,0.029,0.708,0.263
0.9279,0.095,0.753,0.152
0.9938,0.037,0.606,0.358
0.9933,0.056,0.571,0.372
0.9887,0.09,0.646,0.264
0.9118,0.066,0.766,0.168
0.996,0.043,0.633,0.324
0.9892,0.024,0.658,0.318
0.9928,0.007,0.74,0.253
0.9941,0.0,0.635,0.365
0.9951,0.051,0.596,0.352
0.9515,0.158,0.613,0.229
0.9715,0.043,0.784,0.173
0.9774,0.036,0.711,0.253
0.9987,0.025,0.505,0.47
0.9781,0.047,0.718,0.235
0.9951,0.038,0.666,0.296
0.9727,0.087,0.681,0.232
0.9945,0.029,0.685,0.286
0.9932,0.01,0.648,0.342
0.9911,0.06,0.686,0.254
0.9337,0.055,0.789,0.156
0.9716,0.063,0.654,0.283
0.9953,0.02,0.667,0.314
0.9933,0.031,0.704,0.265
0.9966,0.008,0.74,0.252
0.8223,0.06,0.811,0.129
0.9806,0.037,0.699,0.263
0.9933,0.013,0.638,0.348
0.8885,0.011,0.868,0.121
0.9712,0.0,0.791,0.209
0.9968,0.042,0.63,0.328
0.7365,0.149,0.66,0.192
0.9709,0.052,0.712,0.237
0.9924,0.039,0.614,0.348
0.9942,0.0,0.631,0.369
0.9981,0.046,0.612,0.342
0.994,0.012,0.671,0.317
0.9928,0.021,0.678,0.301
0.9501,0.037,0.798,0.165
0.9972,0.061,0.585,0.354
0.9826,0.015,0.716,0.269
0.9623,0.071,0.713,0.216
0.9961,0.04,0.615,0.345
0.9817,0.0,0.756,0.244
0.9966,0.0,0.631,0.369
0.9952,0.01,0.559,0.431
0.9902,0.0,0.703,0.297
0.9584,0.042,0.738,0.22
0.9695,0.095,0.622,0.283
0.8225,0.062,0.842,0.096
0.9985,0.052,0.538,0.41
0.9884,0.058,0.716,0.226
0.9595,0.042,0.746,0.212
0.9902,0.085,0.625,0.29
0.9786,0.093,0.657,0.25
0.9976,0.061,0.597,0.341
0.9571,0.024,0.806,0.169
0.9853,0.051,0.644,0.305
0.9925,0.083,0.688,0.229
0.9965,0.031,0.524,0.444
0.9638,0.038,0.766,0.197
0.9646,0.066,0.772,0.163
0.9646,0.066,0.772,0.163
0.9685,0.099,0.633,0.268
0.9939,0.013,0.662,0.325
0.9872,0.037,0.736,0.227
0.9983,0.047,0.596,0.357
0.91,0.046,0.807,0.146
0.9959,0.048,0.595,0.358
0.9781,0.025,0.77,0.205
0.9942,0.075,0.567,0.358
0.9672,0.048,0.699,0.253
0.9872,0.044,0.697,0.259
0.9758,0.075,0.675,0.25
-0.9701,0.182,0.713,0.105
0.9935,0.01,0.628,0.362
0.9856,0.055,0.636,0.308
0.9757,0.032,0.765,0.204
0.9186,0.017,0.844,0.14
0.9947,0.027,0.628,0.344
0.9829,0.024,0.777,0.199
0.9906,0.016,0.64,0.344
0.9775,0.104,0.647,0.249
0.9874,0.022,0.79,0.188
0.9852,0.031,0.678,0.291
0.8591,0.101,0.72,0.179
0.9932,0.029,0.678,0.294
0.9938,0.0,0.642,0.358
0.9917,0.074,0.551,0.375
0.9851,0.015,0.71,0.276
0.9931,0.0,0.659,0.341
0.9789,0.133,0.574,0.293
0.9897,0.024,0.734,0.242
0.981,0.082,0.662,0.256
0.9867,0.036,0.731,0.233
0.9857,0.065,0.645,0.29
0.993,0.038,0.75,0.212
0.9863,0.069,0.68,0.25
0.9942,0.035,0.747,0.218
0.9966,0.011,0.682,0.306
0.9867,0.092,0.65,0.258
0.9924,0.024,0.683,0.293
0.9833,0.0,0.741,0.259
0.9834,0.025,0.771,0.203
0.9822,0.04,0.744,0.216
0.9726,0.106,0.642,0.252
-0.4588,0.123,0.753,0.123
0.9874,0.044,0.713,0.242
0.9959,0.025,0.7,0.276
0.9537,0.052,0.745,0.202
0.9936,0.024,0.644,0.332
0.9359,0.062,0.778,0.16
0.6521,0.08,0.8,0.12
0.9948,0.024,0.6,0.376
0.9959,0.056,0.649,0.295
0.9983,0.031,0.555,0.414
0.9874,0.019,0.677,0.304
0.9849,0.054,0.722,0.224
0.9912,0.05,0.619,0.33
-0.443,0.131,0.759,0.11
0.9955,0.086,0.529,0.385
0.9819,0.118,0.669,0.213
0.9493,0.077,0.663,0.261
0.9881,0.04,0.616,0.344
0.9819,0.009,0.772,0.219
0.9943,0.022,0.739,0.239
0.9781,0.038,0.749,0.213
0.9707,0.042,0.72,0.238
0.9838,0.086,0.584,0.33
0.9634,0.085,0.733,0.181
0.9834,0.051,0.652,0.297
0.9938,0.049,0.536,0.415
0.9875,0.0,0.731,0.269
0.9647,0.057,0.74,0.202
0.891,0.131,0.669,0.2
0.8689,0.097,0.727,0.176
0.8807,0.087,0.753,0.16
0.9945,0.022,0.607,0.371
0.9719,0.086,0.633,0.28
0.9923,0.045,0.631,0.324
0.9982,0.015,0.684,0.301
0.9875,0.1,0.568,0.332
0.9911,0.027,0.625,0.348
0.4541,0.131,0.735,0.135
0.9794,0.045,0.645,0.31
0.9729,0.112,0.633,0.255
0.9956,0.039,0.625,0.335
0.9898,0.017,0.655,0.328
0.9517,0.03,0.784,0.186
0.9979,0.017,0.611,0.373
0.9866,0.044,0.761,0.195
0.9201,0.108,0.67,0.222
0.9864,0.15,0.566,0.285
0.9952,0.0,0.644,0.356
0.9872,0.074,0.666,0.26
0.9928,0.041,0.707,0.252
0.9924,0.04,0.727,0.233
0.9872,0.048,0.643,0.309
0.9982,0.009,0.54,0.451
0.9841,0.026,0.754,0.221
0.8807,0.062,0.803,0.135
0.9909,0.04,0.609,0.351
0.9934,0.046,0.669,0.285
-0.3818,0.174,0.662,0.164
0.9938,0.059,0.583,0.359
0.9421,0.032,0.833,0.135
0.9946,0.0,0.61,0.39
0.9734,0.094,0.634,0.272
0.9847,0.018,0.686,0.296
-0.128,0.222,0.553,0.225
0.9955,0.013,0.667,0.32
0.9956,0.016,0.608,0.375
0.9633,0.042,0.777,0.181
0.993,0.038,0.75,0.212
0.8779,0.108,0.708,0.184
0.8979,0.142,0.638,0.22
0.9894,0.072,0.667,0.261
0.9869,0.026,0.646,0.327
0.9734,0.052,0.734,0.214
0.9947,0.103,0.587,0.31
0.9633,0.099,0.653,0.248
0.9735,0.094,0.637,0.269
0.9771,0.131,0.604,0.265
0.9818,0.101,0.567,0.332
0.9937,0.059,0.67,0.271
0.9746,0.045,0.73,0.225
0.9451,0.088,0.68,0.233
0.9876,0.094,0.61,0.296
0.9812,0.019,0.742,0.239
0.9854,0.018,0.714,0.268
0.9779,0.032,0.738,0.23
0.9933,0.086,0.52,0.394
0.9788,0.025,0.715,0.26
0.8542,0.078,0.763,0.159
0.9927,0.057,0.61,0.333
0.7096,0.054,0.851,0.095
0.9907,0.007,0.757,0.236
0.9957,0.044,0.603,0.354
0.9201,0.0,0.876,0.124
0.9969,0.029,0.623,0.348
0.9917,0.044,0.708,0.248
0.9776,0.084,0.718,0.199
0.9951,0.011,0.644,0.346
0.9785,0.059,0.759,0.182
0.9917,0.022,0.569,0.41
0.994,0.018,0.673,0.309
0.9843,0.028,0.795,0.177
0.9884,0.048,0.746,0.206
0.9941,0.011,0.641,0.348
0.9949,0.022,0.7,0.278
0.9672,0.14,0.569,0.291
0.9618,0.062,0.755,0.183
0.8658,0.083,0.788,0.129
0.9146,0.071,0.734,0.195
0.9776,0.023,0.736,0.241
0.9916,0.063,0.593,0.345
0.9952,0.082,0.611,0.306
0.9958,0.047,0.539,0.414
0.9833,0.039,0.741,0.22
0.996,0.083,0.57,0.348
0.9803,0.075,0.637,0.289
0.9829,0.059,0.641,0.301
0.9975,0.0,0.529,0.471
0.9578,0.053,0.74,0.207
0.9881,0.054,0.627,0.318
0.9939,0.0,0.597,0.403
0.991,0.029,0.636,0.334
0.9845,0.048,0.754,0.198
0.927,0.068,0.758,0.173
0.9909,0.044,0.646,0.31
0.9942,0.032,0.68,0.288
0.987,0.026,0.646,0.328
0.9955,0.045,0.587,0.368
0.9927,0.016,0.613,0.371
0.6588,0.176,0.604,0.22
0.9892,0.013,0.745,0.243
0.9937,0.071,0.603,0.326
0.9805,0.02,0.72,0.26
0.9153,0.073,0.767,0.161
0.9931,0.059,0.642,0.3
0.9961,0.065,0.541,0.393
0.9848,0.035,0.664,0.301
0.7932,0.105,0.718,0.177
0.9559,0.061,0.703,0.236
0.7096,0.117,0.734,0.149
0.9779,0.02,0.724,0.256
0.7783,0.126,0.703,0.171
0.9623,0.083,0.664,0.253
0.9958,0.0,0.678,0.322
0.9912,0.009,0.672,0.319
0.9933,0.046,0.703,0.251
0.9964,0.023,0.562,0.415
0.9206,0.14,0.643,0.217
0.9924,0.108,0.551,0.341
0.9565,0.056,0.814,0.13
0.9934,0.023,0.667,0.31
0.9544,0.075,0.731,0.194
0.9932,0.02,0.624,0.355
0.9925,0.067,0.658,0.275
0.9927,0.0,0.683,0.317
0.9756,0.04,0.759,0.201
0.5699,0.107,0.777,0.116
0.9827,0.074,0.714,0.212
0.9957,0.03,0.659,0.31
0.8877,0.078,0.784,0.138
0.9911,0.061,0.658,0.281
0.983,0.038,0.733,0.229
0.9893,0.014,0.717,0.269
0.9932,0.02,0.741,0.24
0.9895,0.035,0.711,0.254
0.9837,0.053,0.698,0.249
0.9876,0.0,0.729,0.271
0.9923,0.0,0.767,0.233
0.9922,0.057,0.619,0.325
0.9899,0.04,0.728,0.231
0.985,0.058,0.621,0.321
0.9953,0.026,0.636,0.338
0.9737,0.104,0.569,0.327
0.974,0.103,0.663,0.234
0.9913,0.028,0.698,0.273
-0.3883,0.087,0.837,0.076
0.9914,0.0,0.65,0.35
0.9914,0.043,0.742,0.216
0.9963,0.013,0.525,0.462
0.9898,0.009,0.724,0.268
0.9906,0.069,0.686,0.245
0.9974,0.015,0.539,0.446
0.9954,0.02,0.606,0.374
0.9246,0.013,0.838,0.15
0.9732,0.085,0.624,0.291
0.9939,0.0,0.73,0.27
0.9042,0.039,0.809,0.152
0.9974,0.031,0.639,0.33
0.9943,0.022,0.602,0.376
0.9933,0.041,0.697,0.262
0.9947,0.01,0.543,0.447
0.9941,0.011,0.687,0.302
0.9953,0.0,0.574,0.426
0.9928,0.049,0.655,0.296
0.9892,0.011,0.641,0.348
0.6486,0.052,0.849,0.099
0.9959,0.01,0.546,0.444
0.996,0.009,0.701,0.29
0.9689,0.143,0.581,0.276
0.996,0.017,0.514,0.468
0.9932,0.11,0.553,0.337
0.9483,0.119,0.63,0.251
0.9902,0.059,0.691,0.249
0.7751,0.193,0.567,0.24
0.9799,0.043,0.724,0.232
0.9749,0.069,0.703,0.229
0.99,0.017,0.682,0.301
0.9814,0.079,0.623,0.297
0.9842,0.011,0.74,0.249
-0.1779,0.147,0.704,0.149
0.986,0.012,0.758,0.23
0.9903,0.011,0.77,0.22
0.9907,0.055,0.602,0.343
0.9657,0.086,0.661,0.253
0.9952,0.037,0.59,0.373
0.9829,0.038,0.758,0.205
0.9897,0.058,0.661,0.281
0.9942,0.0,0.691,0.309
-0.3591,0.173,0.656,0.17
0.987,0.109,0.588,0.303
0.9976,0.052,0.584,0.364
0.9875,0.019,0.754,0.227
0.9777,0.037,0.77,0.193
0.9521,0.022,0.785,0.192
0.9719,0.031,0.688,0.282
0.9231,0.074,0.764,0.163
0.8885,0.177,0.58,0.242
0.9888,0.047,0.623,0.33
0.9637,0.076,0.7,0.224
0.9943,0.031,0.698,0.271
0.9953,0.03,0.665,0.305
0.9872,0.0,0.727,0.273
0.9652,0.05,0.745,0.205
0.9935,0.033,0.633,0.334
0.9919,0.034,0.654,0.312
0.9819,0.087,0.67,0.242
0.9887,0.043,0.635,0.322
0.9858,0.047,0.677,0.277
0.9946,0.04,0.651,0.309
0.9842,0.049,0.701,0.25
0.9934,0.031,0.667,0.302
0.9768,0.046,0.711,0.243
0.4322,0.114,0.76,0.126
0.9846,0.031,0.686,0.283
0.9847,0.032,0.786,0.182
0.991,0.03,0.624,0.347
0.9985,0.057,0.512,0.432
0.9899,0.009,0.689,0.301
0.9883,0.079,0.645,0.276
0.9839,0.02,0.723,0.256
0.9953,0.011,0.681,0.309
0.9349,0.132,0.622,0.246
0.9955,0.0,0.542,0.458
0.9852,0.023,0.799,0.178
0.6807,0.093,0.774,0.132
0.9064,0.076,0.782,0.142
0.9952,0.013,0.605,0.382
0.9816,0.058,0.671,0.271
0.9837,0.0,0.739,0.261
0.9903,0.113,0.569,0.318
0.9913,0.0,0.745,0.255
0.9932,0.014,0.623,0.363
0.9816,0.0,0.773,0.227
0.7219,0.161,0.641,0.198
0.9825,0.038,0.691,0.271
0.9962,0.054,0.527,0.419
-0.4588,0.154,0.703,0.143
0.9925,0.013,0.669,0.318
0.9948,0.058,0.69,0.252
0.9771,0.056,0.743,0.201
0.9879,0.044,0.675,0.281
0.9892,0.059,0.636,0.306
0.9894,0.036,0.654,0.31
0.9677,0.101,0.693,0.207
0.9834,0.016,0.727,0.256
0.9391,0.161,0.613,0.227
0.9845,0.103,0.546,0.351
0.9918,0.0,0.709,0.291
0.9877,0.014,0.722,0.264
0.9983,0.027,0.486,0.487
0.9915,0.054,0.616,0.33
0.9774,0.075,0.636,0.289
0.9764,0.099,0.621,0.28
0.9618,0.023,0.821,0.156
0.9928,0.073,0.592,0.335
0.9796,0.0,0.774,0.226
0.989,0.03,0.65,0.319
0.9968,0.024,0.625,0.351
0.9758,0.077,0.692,0.231
0.9898,0.033,0.644,0.322
0.4437,0.198,0.576,0.226
0.9963,0.035,0.468,0.497
0.9954,0.01,0.714,0.276
0.9682,0.091,0.627,0.282
0.991,0.051,0.673,0.275
0.9916,0.078,0.652,0.27
0.9977,0.032,0.677,0.291
0.9485,0.039,0.806,0.155
0.991,0.033,0.657,0.31
0.9951,0.016,0.66,0.324
0.9806,0.103,0.672,0.225
0.9954,0.027,0.551,0.422
0.9899,0.066,0.661,0.274
0.9861,0.062,0.746,0.192
0.9962,0.038,0.531,0.431
0.8048,0.137,0.675,0.189
0.9838,0.016,0.716,0.269
0.9794,0.107,0.563,0.33
0.9779,0.065,0.7,0.235
0.9899,0.036,0.751,0.213
0.9811,0.077,0.621,0.302
0.9847,0.026,0.761,0.214
0.9899,0.027,0.713,0.26
0.9931,0.0,0.568,0.432
0.9839,0.028,0.711,0.261
0.9774,0.042,0.663,0.295
-0.5532,0.181,0.674,0.145
0.9897,0.062,0.574,0.364
0.9976,0.043,0.459,0.497
0.9906,0.0,0.744,0.256
0.9001,0.093,0.741,0.166
0.9776,0.066,0.707,0.227
0.9719,0.0,0.784,0.216
0.827,0.127,0.689,0.184
0.9976,0.034,0.621,0.345
0.9976,0.0,0.618,0.382
0.9764,0.115,0.642,0.243
0.9984,0.034,0.53,0.437
0.9968,0.067,0.626,0.307
0.9937,0.035,0.718,0.247
0.9922,0.04,0.652,0.308
0.9934,0.053,0.624,0.323
0.997,0.057,0.618,0.326
0.9744,0.059,0.731,0.21
0.9779,0.017,0.742,0.241
0.9003,0.017,0.855,0.129
0.9847,0.104,0.635,0.261
0.992,0.087,0.622,0.291
0.9951,0.029,0.549,0.423
0.9743,0.02,0.787,0.193
0.9965,0.043,0.583,0.374
0.9371,0.079,0.74,0.18
0.997,0.011,0.55,0.439
0.9837,0.038,0.74,0.222
0.9959,0.042,0.594,0.364
0.9932,0.031,0.638,0.331
0.9899,0.03,0.712,0.258
0.9201,0.088,0.705,0.207
0.9854,0.047,0.646,0.307
0.9895,0.153,0.515,0.333
0.9864,0.041,0.676,0.283
0.9889,0.081,0.642,0.277
0.9966,0.062,0.615,0.323
0.981,0.129,0.632,0.239
0.9961,0.0,0.592,0.408
0.997,0.037,0.52,0.443
0.926,0.072,0.746,0.182
0.9953,0.029,0.546,0.425
0.9911,0.0,0.658,0.342
0.9661,0.084,0.641,0.274
0.9552,0.015,0.835,0.15
0.9906,0.038,0.705,0.257
0.985,0.044,0.703,0.253
0.9729,0.053,0.74,0.207
0.9978,0.046,0.552,0.402
0.9001,0.051,0.817,0.132
0.997,0.019,0.693,0.288
0.987,0.0,0.674,0.326
0.9701,0.105,0.648,0.246
0.9911,0.067,0.609,0.324
0.9966,0.006,0.706,0.288
0.8957,0.018,0.861,0.121
0.9558,0.101,0.677,0.223
0.991,0.054,0.655,0.29
0.9898,0.039,0.623,0.338
0.9968,0.031,0.597,0.372
0.9937,0.031,0.622,0.347
0.9933,0.036,0.617,0.347
0.984,0.029,0.737,0.234
0.9888,0.029,0.746,0.225
0.9721,0.078,0.714,0.208
0.9814,0.066,0.691,0.242
0.9854,0.011,0.765,0.225
0.9916,0.068,0.68,0.252
0.9766,0.023,0.778,0.198
0.9747,0.032,0.772,0.196
0.9947,0.008,0.67,0.322
0.9779,0.097,0.648,0.255
0.9919,0.024,0.684,0.292
0.9963,0.035,0.58,0.385
0.9969,0.011,0.545,0.444
0.9911,0.04,0.598,0.361
0.9921,0.05,0.643,0.307
0.7919,0.093,0.763,0.144
0.9843,0.05,0.655,0.295
0.9936,0.045,0.626,0.329
0.9904,0.028,0.654,0.318
0.9929,0.043,0.554,0.403
0.9516,0.056,0.761,0.183
0.9877,0.024,0.749,0.228
0.992,0.035,0.697,0.269
0.9768,0.035,0.719,0.247
0.9925,0.019,0.632,0.349
0.9915,0.038,0.669,0.292
0.9979,0.0,0.511,0.489
0.9928,0.029,0.681,0.29
0.9571,0.0,0.836,0.164
0.9897,0.074,0.684,0.242
0.9856,0.0,0.727,0.273
0.9966,0.019,0.628,0.353
0.9971,0.034,0.569,0.397
0.9922,0.041,0.619,0.341
0.9842,0.043,0.665,0.293
0.9821,0.034,0.693,0.273
0.9666,0.0,0.801,0.199
0.9904,0.039,0.645,0.316
0.9648,0.031,0.757,0.212
0.9674,0.042,0.779,0.178
0.9951,0.014,0.577,0.409
0.99,0.018,0.645,0.337
0.994,0.058,0.552,0.39
0.9917,0.022,0.622,0.356
0.9826,0.0,0.764,0.236
0.9189,0.024,0.815,0.161
0.9873,0.049,0.75,0.201
0.9652,0.043,0.742,0.215
0.9974,0.075,0.51,0.415
0.9909,0.108,0.556,0.335
0.9926,0.048,0.636,0.317
0.9929,0.066,0.656,0.279
0.9547,0.128,0.652,0.221
0.9832,0.037,0.709,0.254
0.9916,0.025,0.668,0.307
0.9877,0.03,0.667,0.302
0.997,0.0,0.57,0.43
0.9915,0.044,0.681,0.275
0.9743,0.083,0.65,0.267
0.9786,0.067,0.661,0.271
0.9738,0.016,0.756,0.228
0.9956,0.076,0.625,0.299
0.9691,0.129,0.586,0.285
0.9942,0.0,0.726,0.274
0.9875,0.083,0.64,0.276
0.8545,0.129,0.697,0.173
0.9423,0.122,0.649,0.229
0.9829,0.012,0.781,0.207
0.9961,0.024,0.711,0.265
0.9722,0.095,0.692,0.213
0.9871,0.084,0.612,0.304
0.988,0.041,0.676,0.284
0.9575,0.054,0.762,0.184
0.9571,0.027,0.791,0.182
0.7377,0.07,0.794,0.136
0.9759,0.045,0.718,0.237
0.9851,0.048,0.755,0.197
0.9913,0.009,0.788,0.203
0.9918,0.013,0.762,0.225
0.9652,0.089,0.674,0.237
0.1169,0.164,0.67,0.166
0.9892,0.019,0.682,0.299
0.8154,0.157,0.656,0.187
0.9855,0.033,0.7,0.267
0.959,0.11,0.681,0.209
0.9524,0.02,0.783,0.197
0.9776,0.051,0.743,0.206
0.9836,0.017,0.798,0.185
0.9919,0.021,0.733,0.246
0.9898,0.0,0.665,0.335
0.9973,0.073,0.518,0.41
0.9914,0.046,0.586,0.367
0.9953,0.029,0.695,0.276
0.9943,0.0,0.633,0.367
0.9854,0.074,0.607,0.319
0.9831,0.032,0.699,0.269
0.9758,0.04,0.757,0.203
0.9941,0.017,0.608,0.375
0.983,0.103,0.564,0.333
0.9859,0.022,0.755,0.224
0.989,0.035,0.658,0.307
0.9909,0.074,0.586,0.34
0.9971,0.027,0.556,0.417
0.9678,0.065,0.712,0.223
0.9628,0.096,0.639,0.265
0.9552,0.098,0.67,0.232
0.9686,0.072,0.676,0.252
0.992,0.045,0.669,0.287
0.9372,0.04,0.761,0.199
0.9855,0.067,0.634,0.299
0.988,0.035,0.676,0.289
0.9914,0.093,0.572,0.335
0.9612,0.094,0.665,0.241
0.988,0.054,0.604,0.342
0.9612,0.043,0.747,0.211
0.9578,0.03,0.756,0.214
0.9946,0.0,0.569,0.431
0.9933,0.019,0.556,0.425
0.9619,0.013,0.818,0.169
0.9896,0.062,0.605,0.333
0.984,0.03,0.754,0.216
0.9864,0.051,0.645,0.305
0.9949,0.039,0.552,0.409
0.9868,0.02,0.673,0.307
0.9964,0.07,0.484,0.446
0.9694,0.076,0.707,0.217
0.7906,0.049,0.836,0.115
0.9959,0.069,0.551,0.38
0.9922,0.014,0.657,0.329
0.9857,0.043,0.654,0.303
0.9455,0.139,0.641,0.221
0.9974,0.014,0.441,0.544
0.991,0.011,0.668,0.32
0.9908,0.055,0.654,0.291
0.995,0.0,0.735,0.265
0.9961,0.083,0.622,0.295
0.9974,0.025,0.551,0.424
0.9803,0.016,0.73,0.255
0.987,0.046,0.68,0.274
0.9911,0.054,0.631,0.315
0.9493,0.036,0.795,0.17
0.9868,0.089,0.684,0.227
0.9843,0.062,0.688,0.251
0.9881,0.02,0.731,0.249
0.9647,0.022,0.752,0.226
0.9715,0.0,0.832,0.168
0.9825,0.066,0.63,0.304
0.9823,0.034,0.697,0.269
0.988,0.046,0.655,0.299
0.9796,0.043,0.668,0.289
0.9925,0.022,0.752,0.226
0.9915,0.055,0.631,0.314
0.9648,0.0,0.799,0.201
0.9894,0.077,0.66,0.263
0.9854,0.078,0.61,0.313
0.976,0.047,0.724,0.229
0.9949,0.007,0.686,0.307
0.9943,0.058,0.715,0.228
0.9442,0.073,0.709,0.219
0.9854,0.078,0.61,0.313
-0.1857,0.085,0.85,0.065
0.9652,0.057,0.761,0.182
0.9908,0.036,0.581,0.383
0.9958,0.036,0.57,0.394
0.9658,0.045,0.756,0.199
0.9906,0.065,0.678,0.257
0.9929,0.045,0.652,0.303
0.9885,0.074,0.598,0.327
0.8744,0.025,0.9,0.075
0.9735,0.136,0.551,0.312
0.9967,0.018,0.509,0.473
0.8072,0.083,0.778,0.139
0.9806,0.057,0.681,0.262
0.9792,0.038,0.722,0.241
0.9618,0.043,0.8,0.157
0.9618,0.0,0.776,0.224
0.994,0.031,0.646,0.323
0.9878,0.029,0.724,0.247
0.9661,0.074,0.666,0.26
0.9961,0.023,0.642,0.335
0.9954,0.036,0.618,0.346
0.9781,0.0,0.812,0.188
0.9734,0.131,0.663,0.206
0.9958,0.033,0.531,0.436
0.9977,0.012,0.651,0.337
0.996,0.033,0.691,0.276
0.9909,0.0,0.767,0.233
0.91,0.089,0.713,0.198
0.9735,0.026,0.76,0.214
0.9313,0.083,0.732,0.185
0.9223,0.089,0.739,0.172
0.9876,0.036,0.69,0.275
0.9935,0.0,0.667,0.333
0.9524,0.06,0.7,0.24
0.9853,0.056,0.662,0.281
0.9477,0.072,0.739,0.188
0.9929,0.023,0.682,0.295
0.9938,0.013,0.71,0.277
0.9709,0.041,0.715,0.244
0.9806,0.103,0.672,0.225
0.9805,0.075,0.623,0.302
0.9842,0.055,0.668,0.277
0.9753,0.153,0.537,0.31
0.9674,0.015,0.788,0.197
0.9916,0.039,0.66,0.302
0.9964,0.057,0.513,0.43
0.9118,0.107,0.736,0.157
0.9186,0.015,0.881,0.104
0.9961,0.011,0.647,0.342
0.9786,0.097,0.622,0.281
0.9686,0.082,0.734,0.184
0.9943,0.052,0.671,0.277
0.9953,0.027,0.614,0.358
0.9947,0.0,0.693,0.307
0.9745,0.088,0.654,0.258
0.9892,0.036,0.627,0.337
0.9633,0.142,0.62,0.238
0.987,0.02,0.699,0.28
0.9895,0.031,0.656,0.313
0.98,0.066,0.655,0.278
0.9756,0.023,0.748,0.229
0.9169,0.041,0.799,0.161
0.9424,0.087,0.753,0.159
-0.1779,0.198,0.609,0.193
0.9493,0.061,0.779,0.16
0.9284,0.113,0.686,0.201
0.9735,0.076,0.705,0.22
0.9588,0.086,0.711,0.202
0.9928,0.057,0.576,0.367
0.9955,0.019,0.541,0.44
0.99,0.01,0.703,0.287
0.9863,0.019,0.694,0.288
0.9942,0.0,0.662,0.338
0.9966,0.017,0.516,0.467
0.9951,0.0,0.577,0.423
0.9912,0.0,0.678,0.322
0.9441,0.074,0.719,0.207
0.9821,0.059,0.658,0.282
0.9886,0.019,0.73,0.252
0.9704,0.024,0.706,0.27
0.9953,0.027,0.554,0.419
0.98,0.025,0.725,0.25
0.9643,0.04,0.77,0.19
0.9781,0.091,0.615,0.293
-0.5743,0.14,0.746,0.114
0.9931,0.0,0.781,0.219
0.9946,0.0,0.554,0.446
0.9874,0.025,0.742,0.233
0.9818,0.07,0.679,0.251
0.9647,0.06,0.755,0.185
0.9947,0.054,0.599,0.347
0.92,0.097,0.707,0.196
0.9906,0.071,0.604,0.325
0.9842,0.026,0.729,0.246
0.9844,0.113,0.602,0.285
0.9969,0.0,0.652,0.348
0.9363,0.045,0.784,0.171
0.9873,0.045,0.75,0.204
0.9583,0.077,0.728,0.195
0.9952,0.032,0.565,0.403
0.9905,0.056,0.683,0.26
0.9341,0.106,0.657,0.237
0.994,0.07,0.595,0.335
0.9912,0.016,0.653,0.331
0.9957,0.0,0.688,0.312
0.9946,0.043,0.698,0.259
0.9957,0.023,0.576,0.401
0.9881,0.072,0.698,0.23
0.9847,0.118,0.598,0.283
0.9963,0.071,0.572,0.357
0.984,0.057,0.683,0.26
0.982,0.067,0.694,0.239
0.9652,0.044,0.766,0.19
0.9908,0.038,0.654,0.308
0.9712,0.115,0.588,0.297
0.998,0.011,0.498,0.491
0.9782,0.061,0.739,0.2
0.887,0.079,0.751,0.17
0.9855,0.025,0.675,0.3
0.9879,0.064,0.674,0.263
0.9116,0.131,0.656,0.213
0.9652,0.016,0.777,0.207
0.9687,0.048,0.69,0.262
0.8689,0.082,0.753,0.165
0.9845,0.044,0.723,0.233
0.9788,0.0,0.719,0.281
0.9957,0.0,0.633,0.367
0.9918,0.04,0.643,0.317
0.9923,0.016,0.748,0.236
0.9925,0.009,0.616,0.375
0.9648,0.035,0.746,0.219
0.9939,0.045,0.703,0.251
0.9958,0.0,0.573,0.427
0.9187,0.07,0.739,0.191
0.9524,0.011,0.837,0.152
0.9819,0.0,0.745,0.255
0.9918,0.008,0.689,0.303
0.9844,0.0,0.717,0.283
0.998,0.038,0.517,0.445
0.9948,0.011,0.656,0.333
0.9337,0.055,0.798,0.147
0.9922,0.044,0.621,0.335
0.9826,0.058,0.671,0.271
0.9902,0.105,0.589,0.305
0.8126,0.203,0.542,0.256
0.9855,0.067,0.648,0.284
0.9961,0.047,0.645,0.309
0.9907,0.022,0.648,0.33
0.9903,0.04,0.698,0.261
0.9914,0.033,0.719,0.248
0.9958,0.029,0.652,0.319
0.9176,0.123,0.683,0.194
0.9832,0.074,0.683,0.243
0.997,0.035,0.653,0.312
0.3612,0.112,0.759,0.129
0.7432,0.136,0.681,0.183
0.9955,0.028,0.633,0.339
0.9826,0.046,0.666,0.288
0.9814,0.05,0.731,0.219
0.9969,0.041,0.644,0.315
0.9732,0.03,0.786,0.184
0.9892,0.046,0.669,0.285
0.6619,0.041,0.875,0.084
0.9894,0.072,0.61,0.318
0.9966,0.043,0.494,0.464
0.9947,0.062,0.601,0.337
0.9936,0.046,0.545,0.409
